filepath,filename,label,mapped_class,group_id,duration_seconds,sample_rate
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/46.wav,46.wav,Noise,NOISE,Noise_block_06,34.2977,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/47.wav,47.wav,Noise,NOISE,Noise_block_06,32.3636,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/48.wav,48.wav,Noise,NOISE,Noise_block_06,47.3205,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/49.wav,49.wav,Noise,NOISE,Noise_block_06,30.9206,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/85.wav,85.wav,Noise,NOISE,Noise_block_12,12.4846,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/86.wav,86.wav,Noise,NOISE,Noise_block_12,0.5764,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/71.wav,71.wav,Noise,NOISE,Noise_block_10,2.7539,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/72.wav,72.wav,Noise,NOISE,Noise_block_10,6.1879,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/73.wav,73.wav,Noise,NOISE,Noise_block_10,2.21,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/74.wav,74.wav,Noise,NOISE,Noise_block_10,6.0519,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/75.wav,75.wav,Noise,NOISE,Noise_block_10,3.9439,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/76.wav,76.wav,Noise,NOISE,Noise_block_10,27.2365,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/77.wav,77.wav,Noise,NOISE,Noise_block_10,32.9974,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/22.wav,22.wav,Noise,NOISE,Noise_block_03,35.7553,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/23.wav,23.wav,Noise,NOISE,Noise_block_03,41.4554,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/24.wav,24.wav,Noise,NOISE,Noise_block_03,27.4642,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/25.wav,25.wav,Noise,NOISE,Noise_block_03,23.3187,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/26.wav,26.wav,Noise,NOISE,Noise_block_03,26.4278,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/27.wav,27.wav,Noise,NOISE,Noise_block_03,36.2735,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/28.wav,28.wav,Noise,NOISE,Noise_block_03,38.6249,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/57.wav,57.wav,Noise,NOISE,Noise_block_08,18.5801,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/58.wav,58.wav,Noise,NOISE,Noise_block_08,30.366,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/59.wav,59.wav,Noise,NOISE,Noise_block_08,52.2739,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/60.wav,60.wav,Noise,NOISE,Noise_block_08,36.7443,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/61.wav,61.wav,Noise,NOISE,Noise_block_08,92.792,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/62.wav,62.wav,Noise,NOISE,Noise_block_08,68.0474,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/63.wav,63.wav,Noise,NOISE,Noise_block_08,79.3887,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/64.wav,64.wav,Unhealthy,ABNORMAL,Unhealthy_block_09,21.083,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/65.wav,65.wav,Unhealthy,ABNORMAL,Unhealthy_block_09,134.0274,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/66.wav,66.wav,Unhealthy,ABNORMAL,Unhealthy_block_09,22.5889,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/67.wav,67.wav,Unhealthy,ABNORMAL,Unhealthy_block_09,54.2134,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/68.wav,68.wav,Unhealthy,ABNORMAL,Unhealthy_block_09,27.1067,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/69.wav,69.wav,Unhealthy,ABNORMAL,Unhealthy_block_09,90.3556,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/70.wav,70.wav,Unhealthy,ABNORMAL,Unhealthy_block_09,15.0593,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/92.wav,92.wav,Unhealthy,ABNORMAL,Unhealthy_block_13,3.6886,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/93.wav,93.wav,Unhealthy,ABNORMAL,Unhealthy_block_13,1.9862,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/94.wav,94.wav,Unhealthy,ABNORMAL,Unhealthy_block_13,4.2561,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/95.wav,95.wav,Unhealthy,ABNORMAL,Unhealthy_block_13,10.0728,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/96.wav,96.wav,Unhealthy,ABNORMAL,Unhealthy_block_13,9.2216,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/97.wav,97.wav,Unhealthy,ABNORMAL,Unhealthy_block_13,3.334,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/98.wav,98.wav,Unhealthy,ABNORMAL,Unhealthy_block_13,6.1714,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/120.wav,120.wav,Unhealthy,ABNORMAL,Unhealthy_block_17,0.8069,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/121.wav,121.wav,Unhealthy,ABNORMAL,Unhealthy_block_17,1.3256,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/43.wav,43.wav,Unhealthy,ABNORMAL,Unhealthy_block_06,72.2819,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/44.wav,44.wav,Unhealthy,ABNORMAL,Unhealthy_block_06,52.7055,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/45.wav,45.wav,Unhealthy,ABNORMAL,Unhealthy_block_06,72.2819,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/46.wav,46.wav,Unhealthy,ABNORMAL,Unhealthy_block_06,48.1879,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/47.wav,47.wav,Unhealthy,ABNORMAL,Unhealthy_block_06,112.9405,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/48.wav,48.wav,Unhealthy,ABNORMAL,Unhealthy_block_06,22.5881,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/49.wav,49.wav,Unhealthy,ABNORMAL,Unhealthy_block_06,19.577,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/78.wav,78.wav,Unhealthy,ABNORMAL,Unhealthy_block_11,45.1805,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/79.wav,79.wav,Unhealthy,ABNORMAL,Unhealthy_block_11,42.1684,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/80.wav,80.wav,Unhealthy,ABNORMAL,Unhealthy_block_11,54.2166,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/81.wav,81.wav,Unhealthy,ABNORMAL,Unhealthy_block_11,10.765,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/82.wav,82.wav,Unhealthy,ABNORMAL,Unhealthy_block_11,30.6441,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/83.wav,83.wav,Unhealthy,ABNORMAL,Unhealthy_block_11,34.049,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/84.wav,84.wav,Unhealthy,ABNORMAL,Unhealthy_block_11,28.3741,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/10.wav,10.wav,Unhealthy,ABNORMAL,Unhealthy_block_01,22.6015,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/11.wav,11.wav,Unhealthy,ABNORMAL,Unhealthy_block_01,12.0541,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/12.wav,12.wav,Unhealthy,ABNORMAL,Unhealthy_block_01,63.2841,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/13.wav,13.wav,Unhealthy,ABNORMAL,Unhealthy_block_01,34.6556,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/14.wav,14.wav,Unhealthy,ABNORMAL,Unhealthy_block_01,37.6691,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/8.wav,8.wav,Unhealthy,ABNORMAL,Unhealthy_block_01,16.5744,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/9.wav,9.wav,Unhealthy,ABNORMAL,Unhealthy_block_01,16.5744,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/36.wav,36.wav,Unhealthy,ABNORMAL,Unhealthy_block_05,30.1175,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/37.wav,37.wav,Unhealthy,ABNORMAL,Unhealthy_block_05,60.2349,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/38.wav,38.wav,Unhealthy,ABNORMAL,Unhealthy_block_05,37.6468,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/39.wav,39.wav,Unhealthy,ABNORMAL,Unhealthy_block_05,61.7408,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/40.wav,40.wav,Unhealthy,ABNORMAL,Unhealthy_block_05,78.3054,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/41.wav,41.wav,Unhealthy,ABNORMAL,Unhealthy_block_05,16.5646,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/42.wav,42.wav,Unhealthy,ABNORMAL,Unhealthy_block_05,43.6703,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/85.wav,85.wav,Unhealthy,ABNORMAL,Unhealthy_block_12,26.1042,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/86.wav,86.wav,Unhealthy,ABNORMAL,Unhealthy_block_12,3.5467,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/87.wav,87.wav,Unhealthy,ABNORMAL,Unhealthy_block_12,4.398,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/88.wav,88.wav,Unhealthy,ABNORMAL,Unhealthy_block_12,6.6679,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/89.wav,89.wav,Unhealthy,ABNORMAL,Unhealthy_block_12,4.1852,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/90.wav,90.wav,Unhealthy,ABNORMAL,Unhealthy_block_12,2.9084,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/91.wav,91.wav,Unhealthy,ABNORMAL,Unhealthy_block_12,3.6177,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/22.wav,22.wav,Unhealthy,ABNORMAL,Unhealthy_block_03,18.0812,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/23.wav,23.wav,Unhealthy,ABNORMAL,Unhealthy_block_03,25.615,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/24.wav,24.wav,Unhealthy,ABNORMAL,Unhealthy_block_03,37.6691,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/25.wav,25.wav,Unhealthy,ABNORMAL,Unhealthy_block_03,52.7368,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/26.wav,26.wav,Unhealthy,ABNORMAL,Unhealthy_block_03,43.6703,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/27.wav,27.wav,Unhealthy,ABNORMAL,Unhealthy_block_03,51.1997,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/28.wav,28.wav,Unhealthy,ABNORMAL,Unhealthy_block_03,85.8347,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/29.wav,29.wav,Unhealthy,ABNORMAL,Unhealthy_block_04,69.2702,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/30.wav,30.wav,Unhealthy,ABNORMAL,Unhealthy_block_04,33.1292,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/31.wav,31.wav,Unhealthy,ABNORMAL,Unhealthy_block_04,21.0822,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/32.wav,32.wav,Unhealthy,ABNORMAL,Unhealthy_block_04,81.3171,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/33.wav,33.wav,Unhealthy,ABNORMAL,Unhealthy_block_04,34.6351,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/34.wav,34.wav,Unhealthy,ABNORMAL,Unhealthy_block_04,36.1409,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/35.wav,35.wav,Unhealthy,ABNORMAL,Unhealthy_block_04,66.2584,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/57.wav,57.wav,Unhealthy,ABNORMAL,Unhealthy_block_08,42.1659,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/58.wav,58.wav,Unhealthy,ABNORMAL,Unhealthy_block_08,31.6245,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/59.wav,59.wav,Unhealthy,ABNORMAL,Unhealthy_block_08,42.1659,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/60.wav,60.wav,Unhealthy,ABNORMAL,Unhealthy_block_08,51.2015,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/61.wav,61.wav,Unhealthy,ABNORMAL,Unhealthy_block_08,28.6126,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/62.wav,62.wav,Unhealthy,ABNORMAL,Unhealthy_block_08,99.3911,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/63.wav,63.wav,Unhealthy,ABNORMAL,Unhealthy_block_08,31.6245,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/71.wav,71.wav,Unhealthy,ABNORMAL,Unhealthy_block_10,12.0474,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/72.wav,72.wav,Unhealthy,ABNORMAL,Unhealthy_block_10,21.083,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/73.wav,73.wav,Unhealthy,ABNORMAL,Unhealthy_block_10,33.1323,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/74.wav,74.wav,Unhealthy,ABNORMAL,Unhealthy_block_10,12.0481,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/75.wav,75.wav,Unhealthy,ABNORMAL,Unhealthy_block_10,28.6143,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/76.wav,76.wav,Unhealthy,ABNORMAL,Unhealthy_block_10,82.8309,48000
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/77.wav,77.wav,Unhealthy,ABNORMAL,Unhealthy_block_10,22.5902,48000
