filepath,filename,parent_folder,original_class,mapped_class,duration_seconds,sample_rate,channels,extension,file_size_bytes,sha256,recording_group,validity_status
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Healthy/48.wav,48.wav,Healthy,Healthy,NORMAL,21.2638,48000,1,.wav,2041546,b61273414c9791f8c7061c77346ae7749bd0a98847896bc2524e67bd881fbc29,Healthy_48,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Healthy/49.wav,49.wav,Healthy,Healthy,NORMAL,28.0986,48000,1,.wav,2697686,de93c939722c42e646ac4fb9d7cfb0dbd01e34d7e3c31bdb12fec93d0d3c4986,Healthy_49,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Healthy/5.wav,5.wav,Healthy,Healthy,NORMAL,24.3633,48000,1,.wav,2339100,8109d95a14d047e6dc872a42650614deb2809774e12a746758d16f74a8621314,Healthy_5,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Healthy/50.wav,50.wav,Healthy,Healthy,NORMAL,85.0551,48000,1,.wav,8165512,17a046cf935d40659573f0c486640126ca742da6fbba81e83efa0b255686e843,Healthy_50,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Healthy/51.wav,51.wav,Healthy,Healthy,NORMAL,26.5797,48000,1,.wav,2551876,129e1f12d4869172ece12a6d8fb274c533af87a5b03ad3488f0efb17e0efb0d9,Healthy_51,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Healthy/52.wav,52.wav,Healthy,Healthy,NORMAL,20.5043,48000,1,.wav,1968640,cc88ed6c8db02f4a32daa9bb8bc6f6160e62f53cc26b6198b7977aad83803f71,Healthy_52,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Healthy/53.wav,53.wav,Healthy,Healthy,NORMAL,31.1362,48000,1,.wav,2989302,4cfd342068bca2ec6833583a455ce001ad11d8f67e96244f86c69a8fa2706c85,Healthy_53,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Healthy/54.wav,54.wav,Healthy,Healthy,NORMAL,10.6319,48000,1,.wav,1020884,21c16581bd02b8d9a0866e7e88db2982a4486558d40c42170acded4c2268a620,Healthy_54,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Healthy/55.wav,55.wav,Healthy,Healthy,NORMAL,88.7624,48000,1,.wav,8521418,dbfc74d1376fed54fbeb4accc1891258fa0c8e29e827b8b1d45944fd3aadfd5a,Healthy_55,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Healthy/56.wav,56.wav,Healthy,Healthy,NORMAL,49.3125,48000,1,.wav,4734220,8be411fe32b4c28d23347fec80070d5598e257c89c720ad6468df307cf091459,Healthy_56,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Healthy/57.wav,57.wav,Healthy,Healthy,NORMAL,22.7596,48000,1,.wav,2185144,36bd3d19175df70c479835ca6dc4afb087abd369213ff801f5b4beea01a99c2c,Healthy_57,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Healthy/58.wav,58.wav,Healthy,Healthy,NORMAL,37.9327,48000,1,.wav,3641760,0aaf5891dae4b66884e4b750800eeb567777ceb479addd7441879e3d39ebd768,Healthy_58,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Healthy/59.wav,59.wav,Healthy,Healthy,NORMAL,24.2769,48000,1,.wav,2330806,bc8656533e5fdcd5a4e5216fefbe9c8d2f80d4085f790a3d00f7512d43252503,Healthy_59,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Healthy/6.wav,6.wav,Healthy,Healthy,NORMAL,35.1914,48000,1,.wav,3378598,588dee54fc6dfbeebf2f2bc2bd57e581d8e3c2cd404ef68353f16be81b840e9b,Healthy_6,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Healthy/60.wav,60.wav,Healthy,Healthy,NORMAL,25.7942,48000,1,.wav,2476470,5a4d1c8b97ed7661fb3a4f85ab141f1c5aa79f7f83fdfbf7a62593003cbb1b92,Healthy_60,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Healthy/61.wav,61.wav,Healthy,Healthy,NORMAL,64.4855,48000,1,.wav,6190834,8d557c71c965904bd0efc967952a1e61c0fb1a62049f56c9699d24e9a3897bb8,Healthy_61,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Healthy/62.wav,62.wav,Healthy,Healthy,NORMAL,21.2423,48000,1,.wav,2039486,45b6943d47b1b0833db2725e3ded03021049ae406efe85fbe815380e8d049193,Healthy_62,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Healthy/63.wav,63.wav,Healthy,Healthy,NORMAL,21.2423,48000,1,.wav,2039484,8c920254cff7baad653a677dfdccd87b5c5498d5a9e946c23f81b22be65d0def,Healthy_63,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Healthy/64.wav,64.wav,Healthy,Healthy,NORMAL,7.5865,48000,1,.wav,728530,dcac923b875215470ed82ea54c52a982321f6f5988a8070a22fc17372820c45d,Healthy_64,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Healthy/65.wav,65.wav,Healthy,Healthy,NORMAL,34.1394,48000,1,.wav,3277606,d0b0b89f81b2acd14564ba2053c1595aec12f0f4ea9d50be4b316a3eefe31a33,Healthy_65,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Healthy/66.wav,66.wav,Healthy,Healthy,NORMAL,18.9663,48000,1,.wav,1820992,54e5428b6f737a9995645d143b7c7f76ddc2e6adc7812b140f5986e9eb385b19,Healthy_66,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Healthy/67.wav,67.wav,Healthy,Healthy,NORMAL,17.449,48000,1,.wav,1675332,0004af94355177023c097d02a6cec4a4362d52696669f75d3d183381d35cc6c6,Healthy_67,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Healthy/68.wav,68.wav,Healthy,Healthy,NORMAL,9.1039,48000,1,.wav,874194,9e106965e5100f3ed9311468c435210680490be88d6c444b102d89028aed277b,Healthy_68,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Healthy/69.wav,69.wav,Healthy,Healthy,NORMAL,11.3798,48000,1,.wav,1092686,cd9a302cc2ac3acfa8893f9b7c2f889c00f04cf7c21a9328e7bbc6fa6a6d3777,Healthy_69,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Healthy/7.wav,7.wav,Healthy,Healthy,NORMAL,7.2187,48000,1,.wav,693226,ee0d1c8ecea3498be6fa8ff3a4639f91441a82cabe7aefef25cbe7341d06356e,Healthy_7,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Healthy/70.wav,70.wav,Healthy,Healthy,NORMAL,22.0009,48000,1,.wav,2112314,1cf1d0b45370edf06dca63adfbb502ad0b6c86363603737f4f20cc727a5b0085,Healthy_70,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Healthy/71.wav,71.wav,Healthy,Healthy,NORMAL,90.5175,48000,1,.wav,8689906,3fcb869fedd2b85d525d7a9184c9fb28b6c72fca5babfc4fbbde46662f7ee5bf,Healthy_71,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Healthy/72.wav,72.wav,Healthy,Healthy,NORMAL,15.213,48000,1,.wav,1460678,a20cd6f3ba6e5cf22df567bc3fa5ccc987ade0614b5aff2e78ec4f58bb05734f,Healthy_72,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Healthy/73.wav,73.wav,Healthy,Healthy,NORMAL,24.3408,48000,1,.wav,2336948,9a085a87c1861782420751b85d49912fd2d378bb47349c2628612f8627907ed6,Healthy_73,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Healthy/74.wav,74.wav,Healthy,Healthy,NORMAL,15.213,48000,1,.wav,1460678,5ee679706ff998039c367bf1e14d076bac40cf526b7375cbd459daca7c3c0c73,Healthy_74,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Healthy/75.wav,75.wav,Healthy,Healthy,NORMAL,31.9474,48000,1,.wav,3067174,3cace5adb79e280f03acf8f308fb392b286c8c2de15b516e240f994afd5bfa89,Healthy_75,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Healthy/76.wav,76.wav,Healthy,Healthy,NORMAL,19.0163,48000,1,.wav,1825790,a7dc1e8bd8950cfc14550e6858b7f5facd10756d522c09fd31378316f3a95020,Healthy_76,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Healthy/77.wav,77.wav,Healthy,Healthy,NORMAL,15.9737,48000,1,.wav,1533700,16ee0c4d6597c1d1711bb021cd92b07ca27f65409951d97239284d9263653423,Healthy_77,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Healthy/78.wav,78.wav,Healthy,Healthy,NORMAL,11.4098,48000,1,.wav,1095566,3abeeaf9867b1a1c3e8394ccac3b01c8f8a1f579b5f04bfaf4abec7381265059,Healthy_78,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Healthy/79.wav,79.wav,Healthy,Healthy,NORMAL,6.8459,48000,1,.wav,657430,d25e1a6ed1c42bba5c6c76afb3b26ea4ae3b3146bf40659fc1c70c32b5ac6da6,Healthy_79,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Healthy/8.wav,8.wav,Healthy,Healthy,NORMAL,25.2656,48000,1,.wav,2425724,93bbe018b4731c67452b9cf7b0cab05155b7e6a863344f2a46db2bef5716ed14,Healthy_8,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Healthy/80.wav,80.wav,Healthy,Healthy,NORMAL,6.0852,48000,1,.wav,584408,2445ee854cbaa6c01ed31c9385ae1fa636d4dd8bc5546e65fba8b5f9b6cf47a3,Healthy_80,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Healthy/81.wav,81.wav,Healthy,Healthy,NORMAL,14.4524,48000,1,.wav,1387654,e53ea8fa842c080d72d55da9c6dfde1271df49a905481b1b1da567be36fd9194,Healthy_81,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Healthy/82.wav,82.wav,Healthy,Healthy,NORMAL,12.9311,48000,1,.wav,1241610,e5edce41745ed53ea8a54f5043804af9d634e04ce560f79b34a33db00a17e848,Healthy_82,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Healthy/83.wav,83.wav,Healthy,Healthy,NORMAL,11.4098,48000,1,.wav,1095566,082af4f66b1a482a7aeabb8203308fd9071506d78207a6c10007c5add34d16eb,Healthy_83,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Healthy/84.wav,84.wav,Healthy,Healthy,NORMAL,25.8621,48000,1,.wav,2482994,f6eb0a2dc840dbd61ec0083fe3e322f2741b636883de36c1c530d106550ef122,Healthy_84,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Healthy/85.wav,85.wav,Healthy,Healthy,NORMAL,35.7506,48000,1,.wav,3432286,f0c40c34e8398ef7d377cbd9e7f000fc18956323b8a687d4085c9f7bd3977efb,Healthy_85,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Healthy/86.wav,86.wav,Healthy,Healthy,NORMAL,16.7343,48000,1,.wav,1606722,079cbd86142eff822d7f11a0d8c6cf1397612a3e4b09cb81922d02166794f19d,Healthy_86,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Healthy/87.wav,87.wav,Healthy,Healthy,NORMAL,9.8885,48000,1,.wav,949520,c0d18aef1056cd590a8def375eb652c14f11762c325f03eac2001a99a7e159fd,Healthy_87,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Healthy/88.wav,88.wav,Healthy,Healthy,NORMAL,41.5464,48000,1,.wav,3988682,0e558530c87a796fe0cc53def2e5143e3e86ecf6a3bee1f513b5f700452258b1,Healthy_88,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Healthy/89.wav,89.wav,Healthy,Healthy,NORMAL,27.9494,48000,1,.wav,2683370,5c7c37679b7e2563fc8f7a554d4717f839ac35e3113af7bcb114a249ef7d70b6,Healthy_89,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Healthy/9.wav,9.wav,Healthy,Healthy,NORMAL,15.3398,48000,1,.wav,1472850,45042f2b9287d2159c95c9d0e9c4df600fc560659f34b705265816ed25affc1a,Healthy_9,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Healthy/90.wav,90.wav,Healthy,Healthy,NORMAL,23.4171,48000,1,.wav,2248266,9cbf65666de440f6328a449cb2196f58bd7f350580c2d0eb11940346768eff92,Healthy_90,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Healthy/91.wav,91.wav,Healthy,Healthy,NORMAL,23.4171,48000,1,.wav,2248266,076658966fd189b70fa4c3aacefe5014e181f0b98d9d5ac7d499a99543727b34,Healthy_91,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Healthy/92.wav,92.wav,Healthy,Healthy,NORMAL,8.3093,48000,1,.wav,797920,a65ffe0cb12cc6d8f6ee775299effec46016b257c571359a36876281731d8c1b,Healthy_92,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Healthy/93.wav,93.wav,Healthy,Healthy,NORMAL,40.0356,48000,1,.wav,3843648,3bb8c8df9f901cd2c618f784b77462c2d7ed0338423498bac87c295e37f71555,Healthy_93,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Healthy/94.wav,94.wav,Healthy,Healthy,NORMAL,66.4742,48000,1,.wav,6381756,c4d21cb12cafdeb7e1563381c6938c4b92d586929371531bd4f8ca57300073ae,Healthy_94,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Healthy/95.wav,95.wav,Healthy,Healthy,NORMAL,38.5249,48000,1,.wav,3698614,bced410da25f6451bb14ce33e3ca7bb919583c22ba26aa06fc9baf7b15198233,Healthy_95,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Healthy/96.wav,96.wav,Healthy,Healthy,NORMAL,9.0647,48000,1,.wav,870436,446107ec706a4c3ad63c083eb591ff67d9e29a4453ea6ff571d2d8dc656339aa,Healthy_96,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Healthy/97.wav,97.wav,Healthy,Healthy,NORMAL,46.8341,48000,1,.wav,4496304,146394fa94e5a0a81285ea88855f3bc0773e306f0f8fe4b80889cded67f99d59,Healthy_97,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Healthy/98.wav,98.wav,Healthy,Healthy,NORMAL,15.8632,48000,1,.wav,1523092,cba48e5e2c88ccf06b9a9a81557e54668b8aae333660622163da651414e0a135,Healthy_98,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Healthy/99.wav,99.wav,Healthy,Healthy,NORMAL,27.9494,48000,1,.wav,2683370,0c9004e391b380662db6970601328e690d26bbeb88d436ea305bf5e6ebfe2a0c,Healthy_99,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/1.wav,1.wav,Noise,Noise,NOISE,2.0879,48000,1,.wav,200662,122d18f0d473eccbd60f42e85529914da860949bfd3099357c054a4c94b88c2a,Noise_1,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/10.wav,10.wav,Noise,Noise,NOISE,48.6872,48000,1,.wav,4674196,ea1331100389991f7e09139ca4e23e386380ff7d03ec41ca735c1087037c81cd,Noise_10,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/11.wav,11.wav,Noise,Noise,NOISE,61.6359,48000,1,.wav,5917274,28b879945b07029ae0d8fe6eb2bf4f324b795bee93afb0f1970098a6ab99c5b7,Noise_11,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/12.wav,12.wav,Noise,Noise,NOISE,42.9898,48000,1,.wav,4127242,1368cb00bcde34899e4801683f969301bcc906692434e35c1fa29023bb708342,Noise_12,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/13.wav,13.wav,Noise,Noise,NOISE,42.4718,48000,1,.wav,4077518,48cadab081b6c996ff51c66268dc5380dcc55c10cb9192233ce463f2c31daf2f,Noise_13,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/14.wav,14.wav,Noise,Noise,NOISE,69.4051,48000,1,.wav,6663118,143af3cf277392913ea0143a374d10c4e2f81022b68a9cd8195c157118b89178,Noise_14,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/15.wav,15.wav,Noise,Noise,NOISE,59.5641,48000,1,.wav,5718380,eb7259024df76010edbe6198577ab98aee3033226990c42ff94ba2eddf66c5d7,Noise_15,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/16.wav,16.wav,Noise,Noise,NOISE,58.0103,48000,1,.wav,5569212,465b402626373fa9c5738d933361b40dcd09ba7ae9cb1a834cb852f50258d5fd,Noise_16,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/17.wav,17.wav,Noise,Noise,NOISE,37.2923,48000,1,.wav,3580288,8988aea990f069eac684a23ceb31156bb2ef0968930fc2dfd101b427151942d5,Noise_17,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/18.wav,18.wav,Noise,Noise,NOISE,52.8308,48000,1,.wav,5071980,530c666f6034fe9e1710c5c672ce01e4579df8c403a59bb25caac55de8ad78e6,Noise_18,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/19.wav,19.wav,Noise,Noise,NOISE,32.128,48000,1,.wav,3084508,cf4161afeda3da516d0f1de7b2ceb16d95b477c7d40a6f832d4ce55e067546fa,Noise_19,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/2.wav,2.wav,Noise,Noise,NOISE,4.704,48000,1,.wav,451814,7bb9a5bf480273ee08dfe0b275263af7535f134c44527fb8a0040a698830765c,Noise_2,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/20.wav,20.wav,Noise,Noise,NOISE,67.3651,48000,1,.wav,6467270,5332eb72c52c9a6fd86f22e73b2ca17217c31437f982b07952a7c93fc0bd24c2,Noise_20,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/21.wav,21.wav,Noise,Noise,NOISE,30.5734,48000,1,.wav,2935268,bf60897133a91b9fcd739fbc0f3f350166e502b67f31dba28291ca5eb037a3ef,Noise_21,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/22.wav,22.wav,Noise,Noise,NOISE,35.7553,48000,1,.wav,3432732,7038041c19169b239f2c39e9e675b7cdf04e79c0f9ce17c760adcff6acd0f4a6,Noise_22,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/23.wav,23.wav,Noise,Noise,NOISE,41.4554,48000,1,.wav,3979944,41faa14cec94998eebc7a2b0d5997a1b9b855fdae5bd76e4d9f7b8e4e3490e4b,Noise_23,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/24.wav,24.wav,Noise,Noise,NOISE,27.4642,48000,1,.wav,2636790,85af91b613b79582f5417c470d4786af1004f04678a0431a59c0a82c37d3aa6b,Noise_24,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/25.wav,25.wav,Noise,Noise,NOISE,23.3187,48000,1,.wav,2238818,85e9f254282584cae09b6653e459c45b523d97cb21f9d4e9aae9f355e7098484,Noise_25,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/26.wav,26.wav,Noise,Noise,NOISE,26.4278,48000,1,.wav,2537296,243aba55779996889ac65a4ff8a08ebbed1987837412deae7b48360e269ea734,Noise_26,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/27.wav,27.wav,Noise,Noise,NOISE,36.2735,48000,1,.wav,3482480,59db477ec3cc29caaa4f8cefade809988d9e904e926997674b8213d57a054c8a,Noise_27,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/28.wav,28.wav,Noise,Noise,NOISE,38.6249,48000,1,.wav,3708220,067498409180b8f50116d79e6804b41e9b985ceec6d2a5129af68b614028d9f9,Noise_28,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/29.wav,29.wav,Noise,Noise,NOISE,7.725,48000,1,.wav,741826,159cfa21e1794dc9f83b4d3f89c96c076c6c21150bc9bd7764f36fe27a75502e,Noise_29,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/3.wav,3.wav,Noise,Noise,NOISE,4.9296,48000,1,.wav,473466,4a73d3c11e2d5580105064303646a838e3c99edabfd9498985ca39a10835bd5a,Noise_3,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/30.wav,30.wav,Noise,Noise,NOISE,13.39,48000,1,.wav,1285666,a18d7262dc863a4679550188db2558b2567c8827bc2d14419f1fff7166b9cda2,Noise_30,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/31.wav,31.wav,Noise,Noise,NOISE,9.785,48000,1,.wav,939586,6560921c729870f69b0f9044d72c493fccd564411972fb8d62e1fdacd6672584,Noise_31,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/32.wav,32.wav,Noise,Noise,NOISE,19.055,48000,1,.wav,1829504,cedb8ae8589f4884b0fc25c1e0cc28a919d3641aa3e2758deed27e7c47de8d4a,Noise_32,VALID
